gene_id,acronym,gene_name,ise_id,plane,entrez,valid
49308,1700066M21Rik,RIKEN cDNA 1700066M21 gene,69353747,sagittal,73467,True
87381,Paip2b,poly(A) binding protein interacting protein 2B,71612166,sagittal,232164,True
84794,Senp6,SUMO/sentrin specific peptidase 6,68499243,sagittal,215351,True
139485,Mm.94153,Unigene Mm.94153,71210484,sagittal,None,True
14617,Gsg2,germ cell-specific gene 2,69734785,sagittal,14841,True
30018,Tmprss2,"transmembrane protease, serine 2",100144482,sagittal,50528,True
107642,Atp2b3,"ATPase, Ca++ transporting, plasma membrane 3",71281325,sagittal,320707,True
44600,Abhd11,abhydrolase domain containing 11,1578,sagittal,68758,True
44600,Abhd11,abhydrolase domain containing 11,1577,coronal,68758,True
18906,St14,suppression of tumorigenicity 14 (colon carcinoma),100146140,sagittal,19143,True
52046,Stard3nl,STARD3 N-terminal like,67978662,sagittal,76205,True
49833,4930448F12Rik,RIKEN cDNA 4930448F12 gene,71891683,sagittal,73992,True
17291,Mpo,myeloperoxidase,68667515,sagittal,17523,True
12578,Plk3,polo-like kinase 3,71724563,sagittal,12795,True
85254,Eif2b2,"eukaryotic translation initiation factor 2B, subunit 2 beta",67978649,sagittal,217715,True
42858,Ccdc91,coiled-coil domain containing 91,74818623,coronal,67015,True
42858,Ccdc91,coiled-coil domain containing 91,67764945,sagittal,67015,True
120593,Cpxcr1,"CPX chromosome region, candidate 1",70300031,sagittal,382239,True
44730,Gkn3,gastrokine 3,70200896,sagittal,68888,True
44730,Gkn3,gastrokine 3,74957933,coronal,68888,True
139376,Mm.5547,Unigene Mm.5547,73635471,sagittal,None,True
67740,Xpo1,"exportin 1, CRM1 homolog (yeast)",68498956,sagittal,103573,True
130598,4930533I22Rik,RIKEN cDNA 4930533I22 gene,71764910,sagittal,434018,True
13338,E2f5,E2F transcription factor 5,77454578,sagittal,13559,True
13338,E2f5,E2F transcription factor 5,71161012,sagittal,13559,True
21101,Taf1b,"TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B",69816960,sagittal,21340,True
17231,Psmd7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",71377824,sagittal,17463,True
120667,Atxn7l3b,ataxin 7-like 3B,75985993,sagittal,382423,True
51379,Fam71e1,"family with sequence similarity 71, member E1",70201331,sagittal,75538,True
84384,E030019B06Rik,RIKEN cDNA E030019B06 gene,74510170,sagittal,212124,True
53433,Usp45,ubiquitin specific petidase 45,68160831,sagittal,77593,True
86076,Csnka2ip,"casein kinase 2, alpha prime interacting protein",70305604,sagittal,224291,True
44681,Ankrd46,ankyrin repeat domain 46,71232592,sagittal,68839,True
47858,Cyb5r1,cytochrome b5 reductase 1,74988452,coronal,72017,True
47858,Cyb5r1,cytochrome b5 reductase 1,70429321,sagittal,72017,True
90020,Vmn1r69,vomeronasal 1 receptor 69,70302974,sagittal,252904,True
46979,Tmem217,transmembrane protein 217,70218762,sagittal,71138,True
37373,Akr1a1,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",68191138,sagittal,58810,True
85275,Ifi27l2b,"interferon, alpha-inducible protein 27 like 2B",70723644,sagittal,217845,True
82651,H1foo,"H1 histone family, member O, oocyte-specific",71832824,sagittal,171506,True
92534,D430019H16Rik,RIKEN cDNA D430019H16 gene,70795509,sagittal,268595,True
91097,Olfr1449,olfactory receptor 1449,74720844,sagittal,258300,True
53717,6030458C11Rik,RIKEN cDNA 6030458C11 gene,68545045,sagittal,77877,True
107942,Serac1,serine active site containing 1,69873552,sagittal,321007,True
11262,Actn3,actinin alpha 3,69514696,sagittal,11474,True
84503,Pdlim2,PDZ and LIM domain 2,2476,coronal,213019,True
84503,Pdlim2,PDZ and LIM domain 2,2477,sagittal,213019,True
51629,Smurf1,SMAD specific E3 ubiquitin protein ligase 1,71161339,sagittal,75788,True
51629,Smurf1,SMAD specific E3 ubiquitin protein ligase 1,67767472,sagittal,75788,True
150343,F930021L06Rik*,RIKEN cDNA F930021L06 gene (non-RefSeq),73767317,sagittal,None,True
12050,Ciita,class II transactivator,69530953,sagittal,12265,True
19464,Ren1,renin 1 structural,69818084,sagittal,19701,True
89293,Ankk1,ankyrin repeat and kinase domain containing 1,69447858,sagittal,244859,True
20222,Ptk6,PTK6 protein tyrosine kinase 6,71377836,sagittal,20459,True
17948,Nrf1,nuclear respiratory factor 1,2438,coronal,18181,True
17948,Nrf1,nuclear respiratory factor 1,2439,sagittal,18181,True
18156,Oprl1,opioid receptor-like 1,75077232,coronal,18389,True
18156,Oprl1,opioid receptor-like 1,69837191,sagittal,18389,True
44658,Ppil1,peptidylprolyl isomerase (cyclophilin)-like 1,68844134,sagittal,68816,True
87709,Spon1,"spondin 1, (f-spondin) extracellular matrix protein",69059948,sagittal,233744,True
87709,Spon1,"spondin 1, (f-spondin) extracellular matrix protein",71836797,coronal,233744,True
42083,Kcne1l,"potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene",68196920,sagittal,66240,True
120757,Zbtb42,zinc finger and BTB domain containing 42,70596200,sagittal,382639,True
42507,Tmem41a,transmembrane protein 41a,671238,sagittal,66664,True
42507,Tmem41a,transmembrane protein 41a,70743869,coronal,66664,True
42475,Atpbd4,ATP binding domain 4,68151410,sagittal,66632,True
129073,Gm1553,predicted gene 1553,70276909,sagittal,432480,True
47803,Gatsl3,GATS protein-like 3,68546149,sagittal,71962,True
33423,Actr1a,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",76081924,sagittal,54130,True
33423,Actr1a,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",321206,coronal,54130,True
44194,Aspdh,aspartate dehydrogenase domain containing,68341991,sagittal,68352,True
42718,1200016B10Rik,RIKEN cDNA 1200016B10 gene,69014416,sagittal,66875,True
11761,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",126,coronal,11975,True
11761,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",127,sagittal,11975,True
11761,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",70813299,sagittal,11975,True
11761,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",71210271,sagittal,11975,True
11761,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",128,sagittal,11975,True
12091,Anxa2,annexin A2,70928384,coronal,12306,True
12091,Anxa2,annexin A2,72182977,sagittal,12306,True
46090,3100002H09Rik,RIKEN cDNA 3100002H09 gene,77340484,coronal,70249,True
46090,3100002H09Rik,RIKEN cDNA 3100002H09 gene,74359497,sagittal,70249,True
47703,Gpr160,G protein-coupled receptor 160,69857040,sagittal,71862,True
42859,Tbc1d2b,"TBC1 domain family, member 2B",69837527,sagittal,67016,True
27145,Hsd17b6,hydroxysteroid (17-beta) dehydrogenase 6,75990827,sagittal,27400,True
18095,Olfr3,olfactory receptor 3,73653380,sagittal,18328,True
108794,Gm831,predicted gene 831,71764401,sagittal,329950,True
20124,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",957,sagittal,20361,True
20124,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",956,sagittal,20361,True
20124,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",955,coronal,20361,True
56717,Gpr63,G protein-coupled receptor 63,74277675,sagittal,81006,True
74314,Raf1,v-raf-leukemia viral oncogene 1,1816,coronal,110157,True
74314,Raf1,v-raf-leukemia viral oncogene 1,1817,sagittal,110157,True
32117,Cisd1,CDGSH iron sulfur domain 1,71627779,sagittal,52637,True
84479,Fam46a,"family with sequence similarity 46, member A",69528999,sagittal,212943,True
84479,Fam46a,"family with sequence similarity 46, member A",73949644,sagittal,212943,True
84479,Fam46a,"family with sequence similarity 46, member A",73520967,coronal,212943,True
84479,Fam46a,"family with sequence similarity 46, member A",75042237,coronal,212943,True
16925,Man1a2,"mannosidase, alpha, class 1A, member 2",68918274,sagittal,17156,True
27137,Pign,"phosphatidylinositol glycan anchor biosynthesis, class N",513018,sagittal,27392,True
132333,LOC435768,similar to bone specific CMF608,70784534,sagittal,435768,True
54474,Spaca7,sperm acrosome associated 7,76135583,sagittal,78634,True
149854,5530400C07Rik*,RIKEN cDNA 5530400C07 gene (non-RefSeq),73808180,sagittal,None,True
52136,Atp11b,"ATPase, class VI, type 11B",70744324,coronal,76295,True
52136,Atp11b,"ATPase, class VI, type 11B",67814208,sagittal,76295,True
60367,Pcdhga7,"protocadherin gamma subfamily A, 7",70784898,sagittal,93715,True
49087,Rassf6,Ras association (RalGDS/AF-6) domain family member 6,70565165,sagittal,73246,True
49087,Rassf6,Ras association (RalGDS/AF-6) domain family member 6,75041561,coronal,73246,True
47827,Ddx28,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28,69626735,sagittal,71986,True
11359,Crisp3,cysteine-rich secretory protein 3,67815965,sagittal,11572,True
13587,Enpep,glutamyl aminopeptidase,73769289,coronal,13809,True
13587,Enpep,glutamyl aminopeptidase,69835574,sagittal,13809,True
130475,LOC433895,similar to KIAA0648 protein,74510308,sagittal,433895,True
44585,Anln,"anillin, actin binding protein",34,sagittal,68743,True
44585,Anln,"anillin, actin binding protein",33,coronal,68743,True
26104,Ing1,"inhibitor of growth family, member 1",70431397,sagittal,26356,True
132615,LOC436061,similar to Transcription factor Maf (Proto-oncogene c-maf),74562218,sagittal,436061,True
83936,Yeats2,YEATS domain containing 2,70231737,sagittal,208146,True
83936,Yeats2,YEATS domain containing 2,74988249,coronal,208146,True
47787,Endod1,endonuclease domain containing 1,71015195,coronal,71946,True
47787,Endod1,endonuclease domain containing 1,68410285,sagittal,71946,True
89384,4930595M18Rik,RIKEN cDNA 4930595M18 gene,70218444,sagittal,245492,True
107274,6720469N11Rik,RIKEN cDNA 6720469N11 gene,69445421,sagittal,320339,True
49953,Usp16,ubiquitin specific peptidase 16,1886,coronal,74112,True
49953,Usp16,ubiquitin specific peptidase 16,633675,sagittal,74112,True
46414,Tbccd1,TBCC domain containing 1,70305060,sagittal,70573,True
86275,Slmo1,slowmo homolog 1 (Drosophila),71627845,sagittal,225655,True
23886,Zfp68,zinc finger protein 68,68797493,sagittal,24135,True
14673,Trip12,thyroid hormone receptor interactor 12,67815967,sagittal,14897,True
35916,Fgf21,fibroblast growth factor 21,436,sagittal,56636,True
35916,Fgf21,fibroblast growth factor 21,437,sagittal,56636,True
11438,Akt1,thymoma viral proto-oncogene 1,75988255,sagittal,11651,True
119850,Fastkd5,FAST kinase domains 5,68667940,sagittal,380601,True
84254,Lpcat1,lysophosphatidylcholine acyltransferase 1,70539129,sagittal,210992,True
49168,1700040I03Rik,RIKEN cDNA 1700040I03 gene,69353687,sagittal,73327,True
88060,Fam63b,"family with sequence similarity 63, member B",73716752,sagittal,235461,True
88060,Fam63b,"family with sequence similarity 63, member B",70231164,sagittal,235461,True
16566,Large,like-glycosyltransferase,69736040,sagittal,16795,True
16566,Large,like-glycosyltransferase,71670483,coronal,16795,True
26641,Cops7b,"COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)",356493,coronal,26895,True
26641,Cops7b,"COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)",71608393,sagittal,26895,True
107116,Fndc7,fibronectin type III domain containing 7,71496522,sagittal,320181,True
11545,Prdx6,peroxiredoxin 6,686199,sagittal,11758,True
84238,Tbc1d4,"TBC1 domain family, member 4",100144442,sagittal,210789,True
92236,Pkn3,protein kinase N3,67881752,sagittal,263803,True
136127,TC1413613,TIGR MGI TC1413613,70794013,sagittal,None,True
47651,Ranbp3,RAN binding protein 3,71493044,sagittal,71810,True
54390,E130119H09Rik,RIKEN cDNA E130119H09 gene,70238985,sagittal,78550,True
88522,Tlr11,toll-like receptor 11,70302515,sagittal,239081,True
42224,Rnf113a2,ring finger protein 113A2,69202394,sagittal,66381,True
120460,Ppapdc1a,phosphatidic acid phosphatase type 2 domain containing 1A,74881927,coronal,381925,True
120460,Ppapdc1a,phosphatidic acid phosphatase type 2 domain containing 1A,69530768,sagittal,381925,True
74046,Mzf1,myeloid zinc finger 1,74431372,sagittal,109889,True
88735,9930021J03Rik,RIKEN cDNA 9930021J03 gene,70717418,sagittal,240613,True
139508,Mm.120298,Unigene Mm.120298,71147966,sagittal,None,True
38059,Tsga8,testis specific gene A8,74276888,sagittal,100502723,True
18956,Pipox,pipecolic acid oxidase,68341346,sagittal,19193,True
156635,4930432M17Rik,RIKEN cDNA 4930432M17 gene,73906539,sagittal,619318,True
22389,Yy1,YY1 transcription factor,70795874,sagittal,22632,True
22389,Yy1,YY1 transcription factor,75831764,sagittal,22632,True
42283,Cdc26,cell division cycle 26,392912,sagittal,66440,True
12640,Cox4i1,cytochrome c oxidase subunit IV isoform 1,73992933,coronal,12857,True
12640,Cox4i1,cytochrome c oxidase subunit IV isoform 1,69568980,sagittal,12857,True
19450,Rfc1,replication factor C (activator 1) 1,69816780,sagittal,19687,True
51646,Nln,neurolysin (metallopeptidase M3 family),638735,sagittal,75805,True
15332,Htr1f,5-hydroxytryptamine (serotonin) receptor 1F,69859867,sagittal,15557,True
32936,Fut8,fucosyltransferase 8,72007749,coronal,53618,True
32936,Fut8,fucosyltransferase 8,392928,sagittal,53618,True
44169,0610007P22Rik,RIKEN cDNA 0610007P22 gene,68546094,sagittal,68327,True
87283,Ssh1,slingshot homolog 1 (Drosophila),69672928,sagittal,231637,True
129986,LOC433402,similar to Nebulette (Actin-binding Z-disk protein),73931425,coronal,433402,True
129986,LOC433402,similar to Nebulette (Actin-binding Z-disk protein),70723217,sagittal,433402,True
11389,Angpt4,angiopoietin 4,72471743,sagittal,11602,True
86967,Ccbl2,cysteine conjugate-beta lyase 2,69529083,sagittal,229905,True
83924,Pknox2,Pbx/knotted 1 homeobox 2,72076563,sagittal,208076,True
83924,Pknox2,Pbx/knotted 1 homeobox 2,76135815,coronal,208076,True
83924,Pknox2,Pbx/knotted 1 homeobox 2,71158946,sagittal,208076,True
43817,Ccny,cyclin Y,67881782,sagittal,67974,True
42226,Iscu,IscU iron-sulfur cluster scaffold homolog (E. coli),69012938,sagittal,66383,True
42226,Iscu,IscU iron-sulfur cluster scaffold homolog (E. coli),74819565,coronal,66383,True
44459,1110012J17Rik,RIKEN cDNA 1110012J17 gene,71808705,sagittal,68617,True
108913,Zfp78,zinc finger protein 78,74821639,sagittal,330463,True
20295,Slc4a1,"solute carrier family 4 (anion exchanger), member 1",68666882,sagittal,20533,True
128219,Znrf3,zinc and ring finger 3,70231254,sagittal,407821,True
88084,LOC235580,similar to alpha-3 collagen type VI,70566157,sagittal,235580,True
88084,LOC235580,similar to alpha-3 collagen type VI,71924441,coronal,235580,True
143086,LOC544975,-,75144616,coronal,544975,True
143086,LOC544975,-,74277635,sagittal,544975,True
106970,9930038K12Rik,RIKEN cDNA 9930038K12 gene,100147505,sagittal,320035,True
106970,9930038K12Rik,RIKEN cDNA 9930038K12 gene,100146046,sagittal,320035,True
45210,Wdfy1,WD repeat and FYVE domain containing 1,71992085,sagittal,69368,True
45210,Wdfy1,WD repeat and FYVE domain containing 1,71609045,sagittal,69368,True
83964,Rpp40,ribonuclease P 40 subunit (human),69015775,sagittal,208366,True
46325,Slc35d2,"solute carrier family 35, member D2",71764697,sagittal,70484,True
14204,Galr2,galanin receptor 2,80517343,coronal,14428,True
14204,Galr2,galanin receptor 2,79903762,sagittal,14428,True
54451,Btbd19,BTB (POZ) domain containing 19,72283516,sagittal,78611,True
12156,Casp9,caspase 9,1682,sagittal,12371,True
12156,Casp9,caspase 9,1681,coronal,12371,True
21917,Twist1,twist homolog 1 (Drosophila),70445281,sagittal,22160,True
16795,Alad,"aminolevulinate, delta-, dehydratase",75826639,sagittal,17025,True
65801,Pwwp2b,PWWP domain containing 2B,70300965,sagittal,101631,True
65801,Pwwp2b,PWWP domain containing 2B,71211770,sagittal,101631,True
88531,Setdb2,"SET domain, bifurcated 2",70296050,sagittal,239122,True
22077,Vamp8,vesicle-associated membrane protein 8,69059818,sagittal,22320,True
93006,Klhdc1,kelch domain containing 1,69735843,sagittal,271005,True
143103,Olfr607,olfactory receptor 607,74720531,sagittal,546989,True
33463,Rragc,Ras-related GTP binding C,79534965,sagittal,54170,True
43708,Rgs10,regulator of G-protein signalling 10,71377743,sagittal,67865,True
43708,Rgs10,regulator of G-protein signalling 10,74511849,coronal,67865,True
29937,Adat1,"adenosine deaminase, tRNA-specific 1",638703,sagittal,30947,True
106152,Vmn2r7,"vomeronasal 2, receptor 7",73606464,sagittal,319217,True
84637,Trim38,tripartite motif-containing 38,70295679,sagittal,214158,True
48600,Tmem135,transmembrane protein 135,532699,sagittal,72759,True
88235,Mmgt1,membrane magnesium transporter 1,77414585,coronal,236792,True
88235,Mmgt1,membrane magnesium transporter 1,77620423,sagittal,236792,True
88235,Mmgt1,membrane magnesium transporter 1,100146094,sagittal,236792,True
18199,Mybbp1a,MYB binding protein (P160) 1a,68668102,sagittal,18432,True
88789,Dnahc14,"dynein, axonemal, heavy chain 14",69447990,sagittal,240960,True
87329,Daglb,"diacylglycerol lipase, beta",641520,sagittal,231871,True
43341,Kcnv1,"potassium channel, subfamily V, member 1",71232860,sagittal,67498,True
45151,Slc16a13,"solute carrier family 16 (monocarboxylic acid transporters), member 13",119699,sagittal,69309,True
86296,Cd226,CD226 antigen,68744068,sagittal,225825,True
16176,Itga6,integrin alpha 6,68919830,sagittal,16403,True
43601,Aadac,arylacetamide deacetylase (esterase),68341932,sagittal,67758,True
21561,Tgfa,transforming growth factor alpha,69980304,sagittal,21802,True
60688,Allc,allantoicase,74581421,coronal,94041,True
60688,Allc,allantoicase,70230921,sagittal,94041,True
14661,Gtf2h4,"general transcription factor II H, polypeptide 4",100142531,sagittal,14885,True
14661,Gtf2h4,"general transcription factor II H, polypeptide 4",1458,coronal,14885,True
29834,Fbxl12,F-box and leucine-rich repeat protein 12,386244,sagittal,30843,True
106480,D430020J02Rik,RIKEN cDNA D430020J02 gene,72283581,sagittal,319545,True
70204,Gga1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",532690,sagittal,106039,True
33684,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",68862120,sagittal,54393,True
